"cox_cov","our_cov"
0.849407327586207,0.90167025862069
0.849407327586207,0.902478448275862
0.849676724137931,0.903825431034483
0.84051724137931,0.899784482758621
0.846443965517241,0.891971982758621
0.841864224137931,0.891971982758621
0.847790948275862,0.901131465517241
0.825431034482759,0.894665948275862
0.842672413793103,0.899515086206897
0.846443965517241,0.897090517241379
0.835398706896552,0.901131465517241
0.849407327586207,0.910560344827586
0.844827586206897,0.900862068965517
0.838092672413793,0.891702586206897
0.84698275862069,0.903556034482759
0.868265086206897,0.910560344827586
0.845366379310345,0.8984375
0.844288793103448,0.900862068965517
0.860452586206897,0.91082974137931
0.840786637931034,0.910560344827586
0.849676724137931,0.896012931034483
0.830818965517241,0.897359913793103
0.841864224137931,0.906788793103448
0.852370689655172,0.901131465517241
0.841325431034483,0.895474137931034
0.859913793103448,0.899245689655172
0.856411637931034,0.897898706896552
0.859375,0.907058189655172
0.846174568965517,0.891433189655172
0.862338362068966,0.90301724137931
0.84698275862069,0.896821120689655
0.84051724137931,0.896012931034483
0.831627155172414,0.896012931034483
0.841864224137931,0.901131465517241
0.849137931034483,0.904633620689655
0.867456896551724,0.918372844827586
0.843480603448276,0.907866379310345
0.848868534482759,0.896282327586207
0.830549568965517,0.902478448275862
0.834859913793103,0.893049568965517
0.842672413793103,0.909752155172414
0.8359375,0.898976293103448
0.845905172413793,0.898706896551724
0.837553879310345,0.889547413793103
0.84698275862069,0.902478448275862
0.826778017241379,0.89385775862069
0.851293103448276,0.912176724137931
0.84698275862069,0.904094827586207
0.843211206896552,0.903286637931034
0.830010775862069,0.897359913793103
0.828663793103448,0.890355603448276
0.83917025862069,0.894665948275862
0.857219827586207,0.913523706896552
0.837553879310345,0.896282327586207
0.860991379310345,0.914331896551724
0.855603448275862,0.908405172413793
0.865571120689655,0.911907327586207
0.857489224137931,0.90948275862069
0.851023706896552,0.915409482758621
0.850215517241379,0.8984375
0.846443965517241,0.8984375
0.836745689655172,0.904364224137931
0.827047413793103,0.892241379310345
0.8359375,0.891971982758621
0.841325431034483,0.895474137931034
0.861530172413793,0.901131465517241
0.85614224137931,0.903286637931034
0.847790948275862,0.913254310344828
0.841325431034483,0.899515086206897
0.851023706896552,0.902209051724138
0.84375,0.899245689655172
0.853178879310345,0.912446120689655
0.856411637931034,0.905980603448276
0.829202586206897,0.893588362068966
0.8515625,0.915409482758621
0.844558189655172,0.896821120689655
0.850215517241379,0.900862068965517
0.858566810344828,0.912446120689655
0.82489224137931,0.890086206896552
0.852370689655172,0.909752155172414
0.846174568965517,0.90625
0.844558189655172,0.894935344827586
0.861530172413793,0.908943965517241
0.834051724137931,0.894127155172414
0.847521551724138,0.901400862068966
0.8359375,0.907327586206897
0.834859913793103,0.887122844827586
0.844558189655172,0.897629310344828
0.852370689655172,0.898168103448276
0.842133620689655,0.904903017241379
0.842403017241379,0.900053879310345
0.847521551724138,0.898168103448276
0.830549568965517,0.894935344827586
0.837823275862069,0.896012931034483
0.844019396551724,0.900323275862069
0.827855603448276,0.893049568965517
0.836745689655172,0.894935344827586
0.837284482758621,0.898706896551724
0.826778017241379,0.894665948275862
0.8359375,0.902478448275862
