"cox_cov","our_cov"
0.811691810344828,0.806842672413793
0.804956896551724,0.807650862068966
0.801185344827586,0.803879310344828
0.788254310344828,0.788254310344828
0.790140086206897,0.789331896551724
0.813577586206897,0.80792025862069
0.814924568965517,0.815463362068966
0.801724137931034,0.802801724137931
0.793372844827586,0.786907327586207
0.808189655172414,0.799299568965517
0.802801724137931,0.804418103448276
0.806842672413793,0.806842672413793
0.801185344827586,0.803071120689655
0.801993534482759,0.800377155172414
0.800646551724138,0.790948275862069
0.798221982758621,0.799838362068966
0.806573275862069,0.808728448275862
0.808997844827586,0.793911637931034
0.81707974137931,0.812769396551724
0.823006465517241,0.818426724137931
0.804956896551724,0.805765086206897
0.791756465517241,0.792834051724138
0.798221982758621,0.796875
0.784752155172414,0.783405172413793
0.808728448275862,0.806034482758621
0.794181034482759,0.780172413793103
0.79364224137931,0.792834051724138
0.814924568965517,0.811691810344828
0.798221982758621,0.797952586206897
0.818965517241379,0.81707974137931
0.793911637931034,0.784213362068966
0.801185344827586,0.800915948275862
0.805495689655172,0.803340517241379
0.801724137931034,0.799030172413793
0.804956896551724,0.811153017241379
0.806034482758621,0.794181034482759
0.813846982758621,0.80926724137931
0.806034482758621,0.805765086206897
0.804418103448276,0.807381465517241
0.813038793103448,0.813308189655172
0.785560344827586,0.792025862068966
0.803879310344828,0.811153017241379
0.805495689655172,0.806303879310345
0.8203125,0.821120689655172
0.796066810344828,0.792564655172414
0.801185344827586,0.798221982758621
0.810883620689655,0.810614224137931
0.808997844827586,0.805765086206897
0.804148706896552,0.8046875
0.811153017241379,0.793372844827586
0.817887931034483,0.822467672413793
0.805495689655172,0.804418103448276
0.797952586206897,0.796605603448276
0.809806034482759,0.796875
0.802532327586207,0.812769396551724
0.801993534482759,0.797413793103448
0.809536637931034,0.804418103448276
0.803609913793103,0.792834051724138
0.80926724137931,0.803340517241379
0.783135775862069,0.776131465517241
0.807650862068966,0.802262931034483
0.797952586206897,0.789601293103448
0.801185344827586,0.797952586206897
0.809806034482759,0.80792025862069
0.802801724137931,0.811961206896552
0.804956896551724,0.803340517241379
0.81573275862069,0.814924568965517
0.793911637931034,0.786637931034483
0.815193965517241,0.8125
0.816002155172414,0.808189655172414
0.793911637931034,0.799030172413793
0.797413793103448,0.790948275862069
0.797683189655172,0.800915948275862
0.806573275862069,0.804418103448276
0.797952586206897,0.801993534482759
0.792025862068966,0.781788793103448
0.803340517241379,0.801993534482759
0.796066810344828,0.787984913793103
0.803609913793103,0.802801724137931
0.8125,0.808189655172414
0.809536637931034,0.814116379310345
0.814385775862069,0.818157327586207
0.813846982758621,0.814924568965517
0.799568965517241,0.802801724137931
0.810614224137931,0.80926724137931
0.804148706896552,0.807650862068966
0.812230603448276,0.818426724137931
0.80926724137931,0.805495689655172
0.807650862068966,0.809536637931034
0.810614224137931,0.803879310344828
0.798491379310345,0.783405172413793
0.802801724137931,0.802532327586207
0.810344827586207,0.810344827586207
0.795528017241379,0.792564655172414
0.807650862068966,0.803071120689655
0.797144396551724,0.804418103448276
0.809536637931034,0.813038793103448
0.810075431034483,0.796066810344828
0.802801724137931,0.805765086206897
0.799030172413793,0.795258620689655
